StudentID,Gender,GroupID,Region,AdmissionCode,EntranceScore,CreditsEarned1,CreditsEarned2,CreditsEarned3,CreditsEarned4,GPA1,GPA2,GPA3,GPA4,TermStatus1,TermStatus2,TermStatus3,TermStatus4,Graduated,University
S02836,Male,4,4,A00,27.24,25,14,25,12,3.97,3.73,2.82,3.53,Pass,Pass,Pass,Pass,1,Hutech
S02837,Male,4,1,A00,28.22,22,23,23,21,3.51,3.46,3.08,3.98,Pass,Pass,Pass,Pass,1,Hutech
S02838,Female,2,4,B00,20.79,18,25,20,15,2.17,3.47,2.21,2.35,Fail,Pass,Pass,Fail,1,Hutech
S02839,Male,1,7,B00,25.85,15,17,18,20,3.59,3.35,3.49,2.65,Pass,Pass,Pass,Pass,1,Văn Lang
S02840,Male,6,3,A01,24.98,10,19,10,18,3.66,3.91,3.84,2.69,Pass,Pass,Pass,Pass,1,Hutech
S02841,Male,1,2,A01,23.95,22,16,19,15,2.46,3.11,3.1,3.04,Fail,Pass,Pass,Pass,1,Văn Lang
S02842,Female,5,1,A01,23.56,20,16,24,16,2.85,3.19,2.74,3.48,Pass,Pass,Pass,Pass,1,Văn Lang
S02843,Female,3,6,C00,22.31,21,25,12,12,3.95,3.07,3.02,3.88,Pass,Pass,Pass,Pass,1,Văn Lang
S02844,Female,6,1,D01,26.41,18,10,25,12,2.89,3.22,3.32,3.38,Pass,Pass,Pass,Pass,1,Hutech
S02845,Male,5,1,D01,29.19,18,25,18,10,3.29,3.95,3.15,3.12,Pass,Pass,Pass,Pass,1,Hutech
S02846,Female,2,7,B00,20.65,23,15,24,25,2.42,3.17,3.47,2.07,Pass,Pass,Pass,Fail,1,Hutech
S02847,Female,2,3,B00,23.51,25,13,11,23,3.14,3.96,2.69,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S02848,Female,4,1,B00,25.05,18,14,22,10,2.77,3.87,2.76,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S02849,Female,3,5,B00,29.71,21,20,21,21,3.22,3.98,3.68,3.68,Pass,Pass,Pass,Pass,1,Hutech
S02850,Male,6,7,B00,24.5,17,25,11,11,2.87,3.63,3.17,2.72,Pass,Pass,Pass,Pass,1,Văn Lang
S02851,Male,2,1,D01,20.98,14,11,11,10,2.14,3.09,3.27,3.9,Pass,Pass,Pass,Pass,1,Văn Lang
S02852,Male,2,6,A01,21.9,19,16,15,24,3.64,3.5,2.38,2.66,Pass,Pass,Pass,Pass,1,Hutech
S02853,Male,1,6,B00,21.79,11,10,24,20,3.01,3.21,3.34,2.37,Pass,Pass,Pass,Pass,1,Hutech
S02854,Male,4,5,B00,25.43,17,11,18,20,3.8,3.6,2.64,3.59,Pass,Pass,Pass,Pass,1,Văn Lang
S02855,Female,5,3,A00,28.89,15,10,24,16,3.05,3.45,3.63,3.41,Pass,Pass,Pass,Pass,1,Văn Lang
S02856,Male,4,5,D01,28.74,13,19,12,25,3.79,3.74,3.79,3.13,Pass,Pass,Pass,Pass,1,Văn Lang
S02857,Male,1,4,A00,22.86,21,11,11,15,2.79,3.7,2.3,3.11,Pass,Pass,Pass,Pass,1,Hutech
S02858,Female,4,2,C00,26.52,19,11,20,21,3.35,3.92,3.23,3.73,Pass,Pass,Pass,Pass,1,Văn Lang
S02859,Male,6,1,B00,20.64,18,20,23,18,3.31,2.97,2.26,3.25,Pass,Pass,Pass,Pass,1,Hutech
S02860,Female,5,5,B00,23.73,12,17,23,21,3.99,2.69,2.79,3.74,Pass,Pass,Pass,Pass,1,Hutech
S02861,Male,2,3,D01,27.07,12,15,24,14,2.73,2.95,4.0,3.87,Pass,Pass,Pass,Pass,1,Văn Lang
S02862,Female,6,7,B00,23.96,20,18,25,11,3.25,2.67,2.65,2.62,Pass,Pass,Pass,Pass,1,Văn Lang
S02863,Female,3,5,B00,27.34,11,17,25,18,3.39,3.1,4.0,3.91,Pass,Pass,Pass,Pass,1,Văn Lang
S02864,Female,2,2,B00,28.1,12,14,17,12,2.81,2.99,3.92,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S02865,Male,6,4,C00,27.06,24,10,24,13,3.88,3.83,3.88,3.81,Pass,Pass,Pass,Pass,1,Văn Lang
S02866,Male,4,5,D01,28.18,10,16,23,19,2.93,3.12,3.38,2.97,Pass,Pass,Pass,Pass,1,Hutech
S02867,Female,6,2,D01,24.64,21,15,22,20,3.79,2.84,2.54,2.7,Pass,Pass,Pass,Pass,1,Hutech
S02868,Female,5,4,C00,22.73,16,12,14,15,2.34,2.54,3.3,3.3,Fail,Pass,Pass,Pass,1,Văn Lang
S02869,Female,3,7,B00,26.17,20,11,11,20,3.45,3.5,2.78,3.98,Pass,Pass,Pass,Pass,1,Hutech
S02870,Male,6,2,A00,23.98,21,15,15,10,2.85,3.05,3.25,2.49,Pass,Pass,Pass,Fail,0,Văn Lang
S02871,Female,4,4,A00,28.25,22,17,19,21,2.92,2.92,3.43,3.74,Pass,Pass,Pass,Pass,1,Văn Lang
S02872,Male,6,4,A00,23.36,10,10,14,20,3.63,3.39,3.42,3.02,Pass,Pass,Pass,Pass,1,Hutech
S02873,Female,4,1,C00,28.62,22,20,13,21,3.21,3.35,3.5,3.12,Pass,Pass,Pass,Pass,1,Văn Lang
S02874,Female,3,1,D01,22.84,23,16,11,17,2.47,2.34,3.75,2.33,Pass,Fail,Pass,Pass,0,Hutech
S02875,Male,6,1,D01,22.24,24,24,19,12,3.87,2.71,2.98,2.64,Pass,Pass,Pass,Pass,1,Văn Lang
S02876,Male,1,5,A01,27.92,16,10,18,13,3.32,2.79,3.56,3.44,Pass,Pass,Pass,Pass,1,Hutech
S02877,Female,1,4,A01,20.88,14,18,14,16,3.22,2.27,3.73,2.38,Pass,Pass,Pass,Pass,1,Hutech
S02878,Female,5,7,B00,23.87,24,12,15,24,3.84,3.12,3.47,3.54,Pass,Pass,Pass,Pass,1,Hutech
S02879,Female,2,4,A00,29.15,18,21,22,18,3.84,3.24,3.05,3.68,Pass,Pass,Pass,Pass,1,Hutech
S02880,Male,3,3,C00,24.85,13,10,18,25,2.76,2.97,2.88,2.68,Pass,Pass,Pass,Pass,1,Hutech
S02881,Male,2,5,B00,26.58,25,16,14,10,3.36,3.52,2.79,3.81,Pass,Pass,Pass,Pass,1,Hutech
S02882,Female,5,2,D01,26.62,25,23,16,21,3.1,3.8,2.93,3.45,Pass,Pass,Pass,Pass,1,Hutech
S02883,Male,5,1,B00,27.38,12,15,24,22,3.04,3.72,3.94,2.77,Pass,Pass,Pass,Pass,1,Hutech
S02884,Female,2,5,B00,21.08,10,20,25,10,2.53,3.57,3.27,2.23,Pass,Pass,Pass,Pass,1,Hutech
S02885,Female,2,2,B00,20.31,17,16,20,22,3.26,3.68,2.64,3.17,Pass,Pass,Pass,Pass,1,Văn Lang
S02886,Female,5,3,A00,26.95,13,19,21,20,3.94,3.06,2.72,3.94,Pass,Pass,Pass,Pass,1,Văn Lang
S02887,Female,4,4,A01,29.88,16,25,10,13,3.92,3.91,3.23,3.62,Pass,Pass,Pass,Pass,1,Văn Lang
S02888,Male,2,4,C00,24.67,18,24,23,16,3.78,3.16,3.86,3.28,Pass,Pass,Pass,Pass,1,Hutech
S02889,Male,3,2,C00,21.55,19,25,19,21,2.36,2.19,2.74,2.16,Fail,Pass,Pass,Pass,1,Hutech
S02890,Male,5,2,A00,26.83,25,24,20,25,3.68,3.79,3.18,3.58,Pass,Pass,Pass,Pass,1,Hutech
S02891,Male,3,2,D01,20.69,25,13,25,24,3.85,3.48,3.94,2.86,Pass,Pass,Pass,Pass,1,Hutech
S02892,Male,3,3,A00,21.59,24,16,15,23,2.96,3.45,2.5,2.41,Pass,Pass,Pass,Pass,1,Hutech
S02893,Male,6,2,A01,21.82,13,13,21,12,3.51,3.32,2.84,3.29,Pass,Pass,Pass,Pass,1,Hutech
S02894,Male,1,4,D01,22.15,21,20,18,22,2.58,3.45,2.46,2.9,Pass,Pass,Fail,Pass,1,Hutech
S02895,Female,4,2,A01,26.38,10,13,23,18,3.96,3.82,3.34,3.42,Pass,Pass,Pass,Pass,1,Văn Lang
S02896,Male,5,6,A00,26.91,14,25,22,22,3.46,2.9,2.83,3.81,Pass,Pass,Pass,Pass,1,Hutech
S02897,Male,1,3,A01,29.02,16,24,25,13,3.43,2.99,3.43,3.4,Pass,Pass,Pass,Pass,1,Hutech
S02898,Male,5,6,A01,27.27,17,18,14,20,3.99,3.05,3.45,3.53,Pass,Pass,Pass,Pass,1,Văn Lang
S02899,Female,1,7,D01,24.14,24,19,20,20,2.89,3.85,3.69,2.63,Pass,Pass,Pass,Pass,1,Văn Lang
S02900,Male,4,4,B00,22.06,11,16,19,19,2.87,3.83,2.29,2.21,Pass,Pass,Fail,Fail,1,Hutech
S02901,Male,2,4,A00,23.98,23,22,19,14,3.31,3.09,3.91,3.57,Pass,Pass,Pass,Pass,1,Văn Lang
S02902,Female,1,6,A00,20.21,16,14,10,17,2.31,2.92,2.41,3.23,Pass,Pass,Fail,Pass,0,Văn Lang
S02903,Male,5,5,C00,22.07,18,18,19,22,2.77,2.37,2.27,3.73,Pass,Pass,Fail,Pass,1,Văn Lang
S02904,Female,3,6,D01,29.91,17,17,24,15,3.86,3.23,3.07,3.39,Pass,Pass,Pass,Pass,1,Hutech
S02905,Male,1,2,A00,24.6,11,16,14,25,3.12,2.83,3.58,3.9,Pass,Pass,Pass,Pass,1,Văn Lang
S02906,Male,1,6,A00,26.49,19,13,10,11,3.08,3.77,3.22,3.01,Pass,Pass,Pass,Pass,1,Hutech
S02907,Female,3,1,B00,25.81,25,20,10,24,3.48,3.99,3.35,3.7,Pass,Pass,Pass,Pass,1,Văn Lang
S02908,Male,3,7,C00,21.95,12,10,20,19,3.81,2.66,3.1,3.23,Pass,Pass,Pass,Pass,1,Văn Lang
S02909,Female,3,2,A01,24.83,10,10,24,25,2.96,3.35,2.96,2.62,Pass,Pass,Pass,Pass,1,Văn Lang
S02910,Male,6,6,C00,20.3,10,16,10,11,2.65,3.06,4.0,2.17,Pass,Pass,Pass,Fail,1,Hutech
S02911,Female,1,6,D01,20.24,13,13,20,23,3.36,3.57,3.05,2.27,Pass,Pass,Pass,Fail,0,Hutech
S02912,Male,1,5,B00,23.39,14,19,18,17,2.76,2.72,2.66,3.4,Pass,Pass,Pass,Pass,1,Văn Lang
S02913,Female,5,6,A00,20.82,13,20,13,25,3.01,2.68,3.77,3.87,Pass,Pass,Pass,Pass,1,Hutech
S02914,Female,4,5,C00,21.73,11,21,22,16,3.08,3.75,3.38,3.81,Pass,Pass,Pass,Pass,1,Văn Lang
S02915,Male,6,6,C00,27.26,25,18,13,17,2.92,3.36,3.02,3.74,Pass,Pass,Pass,Pass,1,Văn Lang
S02916,Female,5,3,D01,28.69,24,23,17,17,3.51,3.91,3.99,3.74,Pass,Pass,Pass,Pass,1,Hutech
S02917,Male,5,3,D01,21.17,15,14,12,15,3.77,3.44,2.48,3.03,Pass,Pass,Fail,Pass,0,Văn Lang
S02918,Male,1,3,A01,21.65,10,19,14,16,4.0,2.6,3.7,2.38,Pass,Pass,Pass,Pass,1,Hutech
S02919,Female,5,3,A01,27.64,18,18,12,20,3.92,3.28,3.68,3.09,Pass,Pass,Pass,Pass,1,Văn Lang
S02920,Female,5,1,C00,26.43,25,19,20,22,2.72,3.57,3.95,3.45,Pass,Pass,Pass,Pass,1,Văn Lang
S02921,Female,5,3,D01,27.5,22,12,23,18,3.42,3.04,3.66,3.34,Pass,Pass,Pass,Pass,1,Hutech
S02922,Female,2,5,A01,20.85,23,17,20,14,3.98,2.93,3.94,2.7,Pass,Pass,Pass,Pass,1,Hutech
S02923,Female,1,3,D01,22.78,17,25,25,16,3.68,3.55,3.92,2.79,Pass,Pass,Pass,Pass,1,Hutech
S02924,Male,5,4,A00,25.95,21,16,16,14,3.32,3.75,2.94,3.87,Pass,Pass,Pass,Pass,1,Văn Lang
S02925,Male,5,2,A00,24.41,19,12,16,18,3.64,2.76,3.89,3.29,Pass,Pass,Pass,Pass,1,Văn Lang
S02926,Male,6,6,C00,29.75,12,16,18,24,3.2,3.13,3.2,3.43,Pass,Pass,Pass,Pass,1,Văn Lang
S02927,Female,5,6,D01,27.13,16,19,10,17,3.98,2.73,3.03,3.99,Pass,Pass,Pass,Pass,1,Hutech
S02928,Female,2,4,A00,20.43,24,12,17,10,2.93,3.6,3.92,3.37,Pass,Pass,Pass,Pass,1,Hutech
S02929,Male,5,7,D01,23.97,25,11,25,17,2.99,3.6,3.46,3.59,Pass,Pass,Pass,Pass,1,Văn Lang
S02930,Male,2,6,C00,20.86,20,12,18,12,2.17,3.82,3.59,2.91,Fail,Pass,Pass,Pass,0,Hutech
S02931,Male,5,1,A00,20.38,13,14,25,24,2.59,3.19,3.12,2.42,Pass,Pass,Pass,Fail,0,Văn Lang
S02932,Female,1,6,C00,20.72,23,12,12,22,3.6,2.95,2.71,2.34,Pass,Pass,Pass,Pass,1,Văn Lang
S02933,Male,1,2,D01,23.5,23,13,20,14,2.81,3.95,3.7,2.46,Pass,Pass,Pass,Fail,1,Hutech
S02934,Female,2,4,B00,25.37,25,21,11,22,2.78,3.32,3.39,3.99,Pass,Pass,Pass,Pass,1,Hutech
S02935,Male,6,1,A01,29.71,23,23,12,16,3.06,3.45,3.48,3.18,Pass,Pass,Pass,Pass,1,Hutech
S02936,Female,3,3,B00,29.03,18,24,22,17,3.69,3.77,3.19,3.65,Pass,Pass,Pass,Pass,1,Hutech
S02937,Male,1,3,D01,20.8,18,15,22,24,2.42,3.8,3.83,3.89,Pass,Pass,Pass,Pass,1,Hutech
S02938,Male,4,2,B00,26.53,23,10,10,13,3.33,3.96,3.01,3.84,Pass,Pass,Pass,Pass,1,Văn Lang
S02939,Female,1,2,A01,24.38,13,24,10,18,3.43,2.66,2.64,2.6,Pass,Pass,Pass,Pass,1,Văn Lang
S02940,Female,6,1,C00,24.15,15,18,18,13,2.66,3.7,3.49,3.91,Pass,Pass,Pass,Pass,1,Hutech
S02941,Male,4,5,D01,21.34,14,24,12,21,2.95,3.02,2.99,3.13,Pass,Pass,Pass,Pass,1,Văn Lang
S02942,Male,5,1,B00,20.3,18,21,21,10,2.49,3.59,3.62,3.58,Pass,Pass,Pass,Pass,1,Văn Lang
S02943,Female,5,2,B00,21.34,15,19,13,24,3.28,3.14,3.98,2.22,Pass,Pass,Pass,Fail,1,Văn Lang
S02944,Female,2,6,A01,28.02,15,18,13,17,3.87,2.86,3.11,3.38,Pass,Pass,Pass,Pass,1,Hutech
S02945,Male,3,3,A01,23.37,18,21,14,14,2.55,2.55,3.63,2.41,Pass,Pass,Pass,Fail,1,Hutech
S02946,Male,3,4,C00,26.2,14,15,11,20,3.17,3.44,3.19,3.02,Pass,Pass,Pass,Pass,1,Văn Lang
S02947,Male,4,4,B00,21.51,16,15,11,11,2.88,3.77,3.2,2.42,Pass,Pass,Pass,Pass,1,Văn Lang
S02948,Male,4,4,A01,22.45,18,13,25,21,3.6,2.76,2.91,3.82,Pass,Pass,Pass,Pass,1,Hutech
S02949,Male,6,4,B00,24.57,14,17,19,24,3.02,2.73,2.94,3.27,Pass,Pass,Pass,Pass,1,Hutech
S02950,Male,6,6,D01,26.28,23,18,19,19,2.66,3.2,3.21,3.55,Pass,Pass,Pass,Pass,1,Hutech
S02951,Male,5,1,C00,26.93,24,14,20,10,2.7,2.97,3.0,3.06,Pass,Pass,Pass,Pass,1,Hutech
S02952,Female,5,4,B00,29.66,22,21,13,24,3.32,3.75,3.78,3.34,Pass,Pass,Pass,Pass,1,Văn Lang
S02953,Female,1,1,C00,26.76,15,18,25,11,3.93,3.29,3.52,3.74,Pass,Pass,Pass,Pass,1,Văn Lang
S02954,Male,1,5,A01,20.99,22,12,10,11,3.64,3.97,2.39,2.54,Pass,Pass,Fail,Pass,1,Hutech
S02955,Male,2,7,A00,29.91,23,24,21,22,3.4,3.38,3.98,3.89,Pass,Pass,Pass,Pass,1,Văn Lang
S02956,Female,3,1,D01,21.98,24,16,19,21,3.31,3.43,2.77,2.54,Pass,Pass,Pass,Pass,1,Văn Lang
S02957,Female,6,1,C00,23.71,22,19,24,22,3.33,3.97,2.46,2.65,Pass,Pass,Fail,Pass,1,Văn Lang
S02958,Female,3,1,B00,21.77,25,10,24,24,2.44,2.56,2.79,3.48,Fail,Pass,Pass,Pass,1,Hutech
S02959,Female,3,6,D01,20.13,23,24,21,12,3.48,3.19,2.6,2.37,Pass,Pass,Pass,Fail,1,Hutech
S02960,Male,6,5,B00,23.47,18,25,17,24,3.69,2.82,2.36,2.93,Pass,Pass,Fail,Pass,1,Hutech
S02961,Female,2,2,A00,27.68,22,16,10,20,3.05,3.37,3.46,3.69,Pass,Pass,Pass,Pass,1,Văn Lang
S02962,Male,4,5,A01,28.47,10,21,17,23,3.93,3.55,3.14,2.9,Pass,Pass,Pass,Pass,1,Văn Lang
S02963,Female,2,6,A00,27.11,20,16,24,22,3.96,3.83,3.75,2.95,Pass,Pass,Pass,Pass,1,Hutech
S02964,Female,6,5,D01,21.31,15,10,25,23,3.63,3.31,3.75,2.51,Pass,Pass,Pass,Pass,1,Văn Lang
S02965,Male,5,1,A00,23.32,13,25,21,18,3.44,3.65,3.68,3.38,Pass,Pass,Pass,Pass,1,Hutech
S02966,Male,4,7,D01,25.82,21,19,15,21,3.14,3.39,3.25,3.87,Pass,Pass,Pass,Pass,1,Hutech
S02967,Female,3,3,A00,29.62,18,10,16,19,3.37,3.67,3.81,3.39,Pass,Pass,Pass,Pass,1,Văn Lang
S02968,Female,1,2,A00,23.34,21,24,23,12,2.46,3.91,3.52,3.3,Fail,Pass,Pass,Pass,0,Văn Lang
S02969,Male,1,1,A00,29.49,25,25,25,24,3.9,3.86,3.22,2.98,Pass,Pass,Pass,Pass,1,Văn Lang
S02970,Male,4,4,C00,27.3,23,21,11,15,3.83,3.24,3.7,3.53,Pass,Pass,Pass,Pass,1,Hutech
S02971,Male,2,6,B00,22.67,15,12,25,21,3.54,3.29,2.64,2.73,Pass,Pass,Pass,Pass,1,Hutech
S02972,Male,6,6,B00,20.85,25,12,13,15,2.48,3.71,2.96,2.46,Fail,Pass,Pass,Fail,1,Văn Lang
S02973,Male,5,4,A00,24.7,22,13,15,14,2.99,3.41,3.83,3.05,Pass,Pass,Pass,Pass,1,Văn Lang
S02974,Male,5,1,B00,24.67,14,16,19,18,3.74,3.11,2.72,2.66,Pass,Pass,Pass,Pass,1,Văn Lang
S02975,Male,6,4,A00,27.33,12,13,20,15,2.85,3.06,3.89,3.29,Pass,Pass,Pass,Pass,1,Hutech
S02976,Female,6,4,D01,26.73,10,15,14,16,2.71,3.41,3.38,3.82,Pass,Pass,Pass,Pass,1,Văn Lang
S02977,Male,4,4,C00,21.31,25,25,20,13,2.71,3.35,2.57,2.63,Pass,Pass,Pass,Pass,1,Văn Lang
S02978,Female,1,2,D01,29.65,12,22,16,15,3.68,3.32,3.93,3.36,Pass,Pass,Pass,Pass,1,Văn Lang
S02979,Female,6,4,C00,22.62,25,10,20,18,3.64,3.44,2.4,3.3,Pass,Pass,Fail,Pass,1,Văn Lang
S02980,Female,2,1,D01,21.69,24,15,14,10,2.84,4.0,3.15,2.23,Pass,Pass,Pass,Pass,1,Văn Lang
S02981,Male,5,6,A01,29.22,10,25,13,15,3.71,3.79,3.43,3.5,Pass,Pass,Pass,Pass,1,Hutech
S02982,Male,5,2,C00,21.87,16,17,24,23,2.88,3.03,3.68,2.74,Pass,Pass,Pass,Pass,1,Hutech
S02983,Male,4,4,D01,29.4,20,24,24,24,3.52,3.13,3.05,3.9,Pass,Pass,Pass,Pass,1,Hutech
S02984,Female,2,2,D01,22.43,14,12,25,24,3.57,2.56,2.86,2.99,Pass,Pass,Pass,Pass,1,Hutech
S02985,Male,5,1,C00,29.21,20,11,13,10,3.89,3.58,3.96,3.34,Pass,Pass,Pass,Pass,1,Hutech
S02986,Male,1,6,B00,26.91,10,24,23,25,3.66,3.01,3.34,2.95,Pass,Pass,Pass,Pass,1,Văn Lang
S02987,Male,5,7,A01,23.05,12,13,10,12,3.7,2.95,2.36,3.51,Pass,Pass,Fail,Pass,0,Hutech
S02988,Female,3,6,C00,27.3,14,11,14,21,2.83,3.22,3.1,3.85,Pass,Pass,Pass,Pass,1,Hutech
S02989,Male,4,1,A01,25.75,21,11,25,11,2.69,3.74,2.63,2.67,Pass,Pass,Pass,Pass,1,Hutech
S02990,Female,6,3,B00,29.59,11,15,15,14,3.68,3.41,3.73,3.8,Pass,Pass,Pass,Pass,1,Hutech
S02991,Male,5,5,A00,20.85,14,13,12,23,3.47,2.99,2.48,3.67,Pass,Pass,Fail,Pass,0,Văn Lang
S02992,Male,6,5,A01,20.04,17,17,16,12,3.08,3.9,2.77,2.94,Pass,Pass,Pass,Pass,1,Hutech
S02993,Female,3,4,A00,22.02,13,20,11,15,2.31,3.64,3.21,2.94,Fail,Pass,Pass,Pass,1,Văn Lang
S02994,Female,5,1,A01,23.46,13,21,20,25,3.15,2.93,3.21,2.89,Pass,Pass,Pass,Pass,1,Văn Lang
S02995,Female,1,1,C00,28.8,12,23,21,23,3.66,3.79,3.71,3.11,Pass,Pass,Pass,Pass,1,Hutech
S02996,Female,5,6,C00,25.14,21,19,11,10,2.6,3.79,3.02,3.88,Pass,Pass,Pass,Pass,1,Hutech
S02997,Male,6,1,C00,22.46,25,10,14,20,3.82,2.72,3.45,3.15,Pass,Pass,Pass,Pass,1,Hutech
S02998,Male,3,5,A00,27.29,16,12,13,15,3.64,2.79,2.93,2.83,Pass,Pass,Pass,Pass,1,Hutech
S02999,Male,3,3,D01,26.1,16,20,14,20,3.79,3.56,3.5,3.48,Pass,Pass,Pass,Pass,1,Văn Lang
S03000,Male,6,4,C00,26.49,22,14,17,23,3.56,3.73,3.78,3.12,Pass,Pass,Pass,Pass,1,Hutech
S03001,Female,2,6,D01,27.41,22,18,13,24,2.79,3.2,3.19,3.32,Pass,Pass,Pass,Pass,1,Hutech
S03002,Male,2,1,C00,25.43,12,15,24,21,2.65,2.95,2.61,3.99,Pass,Pass,Pass,Pass,1,Văn Lang
S03003,Male,5,2,A01,24.63,15,17,10,21,2.81,3.26,3.17,3.32,Pass,Pass,Pass,Pass,1,Hutech
S03004,Male,4,7,B00,21.46,23,24,10,12,3.64,2.27,3.2,3.27,Pass,Pass,Pass,Pass,1,Hutech
S03005,Male,2,1,A01,22.27,25,20,14,16,3.83,2.98,2.26,2.32,Pass,Pass,Pass,Fail,1,Văn Lang
S03006,Male,3,7,C00,28.6,14,11,20,13,3.84,3.86,2.93,3.62,Pass,Pass,Pass,Pass,1,Văn Lang
S03007,Female,6,3,A00,24.65,16,18,23,23,3.32,2.86,3.28,3.48,Pass,Pass,Pass,Pass,1,Hutech
S03008,Male,1,3,A01,26.58,22,17,14,23,2.97,3.02,3.37,3.51,Pass,Pass,Pass,Pass,1,Văn Lang
S03009,Female,4,4,A01,20.1,17,23,19,17,2.9,3.51,3.2,3.25,Pass,Pass,Pass,Pass,1,Hutech
S03010,Female,1,1,C00,25.07,21,18,25,19,3.08,2.78,2.77,3.21,Pass,Pass,Pass,Pass,1,Hutech
S03011,Male,1,6,D01,26.99,18,23,18,18,3.42,3.2,3.77,2.93,Pass,Pass,Pass,Pass,1,Văn Lang
S03012,Female,2,2,B00,26.91,21,13,21,21,3.83,3.9,2.97,2.7,Pass,Pass,Pass,Pass,1,Văn Lang
S03013,Female,1,3,C00,26.33,22,13,21,16,3.04,2.64,3.31,3.82,Pass,Pass,Pass,Pass,1,Hutech
S03014,Female,4,7,A01,27.36,25,21,14,15,3.06,3.66,3.86,3.63,Pass,Pass,Pass,Pass,1,Hutech
S03015,Male,3,3,D01,24.76,15,15,15,17,2.73,3.97,2.99,3.61,Pass,Pass,Pass,Pass,1,Văn Lang
S03016,Female,2,6,B00,23.47,21,10,17,10,3.57,2.93,3.78,3.57,Pass,Pass,Pass,Pass,1,Văn Lang
S03017,Male,4,4,C00,26.28,22,12,20,12,2.78,2.88,2.78,3.59,Pass,Pass,Pass,Pass,1,Hutech
S03018,Male,2,4,D01,23.81,24,21,23,10,3.18,3.49,2.5,2.4,Pass,Pass,Pass,Pass,1,Văn Lang
S03019,Male,6,2,C00,22.63,10,24,24,13,3.31,3.96,3.75,3.39,Pass,Pass,Pass,Pass,1,Hutech
S03020,Male,3,5,C00,29.5,11,10,11,18,3.47,3.1,3.41,3.09,Pass,Pass,Pass,Pass,1,Văn Lang
S03021,Male,4,6,C00,23.0,10,24,22,25,2.9,3.08,2.91,2.65,Pass,Pass,Pass,Pass,1,Văn Lang
S03022,Male,3,1,D01,29.52,19,25,14,23,3.45,3.51,3.0,3.09,Pass,Pass,Pass,Pass,1,Văn Lang
S03023,Male,4,1,C00,21.04,11,15,16,25,3.34,3.93,3.68,2.43,Pass,Pass,Pass,Pass,1,Văn Lang
S03024,Male,2,3,D01,26.16,24,19,19,18,3.48,3.68,2.76,3.15,Pass,Pass,Pass,Pass,1,Hutech
S03025,Female,4,7,B00,27.61,15,24,10,13,3.51,3.39,3.07,3.73,Pass,Pass,Pass,Pass,1,Văn Lang
S03026,Male,4,6,C00,23.96,24,15,21,22,2.98,3.94,2.56,3.62,Pass,Pass,Pass,Pass,1,Văn Lang
S03027,Male,4,1,C00,28.92,23,18,21,10,3.86,3.34,2.94,3.86,Pass,Pass,Pass,Pass,1,Văn Lang
S03028,Male,5,1,A00,28.84,13,25,23,24,2.94,3.27,3.94,3.98,Pass,Pass,Pass,Pass,1,Hutech
S03029,Female,3,5,C00,22.38,10,22,18,19,3.22,2.86,2.36,3.86,Pass,Pass,Pass,Pass,1,Hutech
S03030,Female,2,3,D01,21.99,17,19,18,21,2.87,2.78,2.26,2.28,Pass,Pass,Fail,Fail,1,Văn Lang
S03031,Female,6,1,A01,21.74,13,18,10,22,2.89,2.64,2.21,3.11,Pass,Pass,Fail,Pass,0,Hutech
S03032,Female,3,6,C00,24.84,16,13,19,21,2.5,3.17,3.93,3.02,Pass,Pass,Pass,Pass,1,Hutech
S03033,Female,1,1,D01,22.88,20,24,10,24,3.86,3.57,2.71,3.95,Pass,Pass,Pass,Pass,1,Hutech
S03034,Male,5,7,D01,27.89,23,25,24,15,3.07,3.15,3.63,3.25,Pass,Pass,Pass,Pass,1,Văn Lang
S03035,Female,1,2,D01,27.12,11,21,14,20,3.57,3.3,3.84,3.98,Pass,Pass,Pass,Pass,1,Hutech
S03036,Female,1,1,A00,20.3,11,18,11,20,3.56,2.12,3.16,2.87,Pass,Pass,Pass,Pass,1,Văn Lang
S03037,Female,6,3,A00,21.36,11,11,20,13,3.29,3.09,2.94,2.68,Pass,Pass,Pass,Pass,1,Văn Lang
S03038,Female,5,6,A01,26.06,18,16,16,19,2.7,2.82,3.04,3.6,Pass,Pass,Pass,Pass,1,Văn Lang
S03039,Male,1,2,B00,29.65,20,17,16,13,3.23,3.82,3.4,3.8,Pass,Pass,Pass,Pass,1,Văn Lang
S03040,Male,3,6,A00,24.59,15,12,12,10,2.6,3.12,3.74,2.94,Pass,Pass,Pass,Pass,1,Hutech
S03041,Female,1,1,B00,22.76,12,13,19,23,3.87,3.73,2.54,3.6,Pass,Pass,Pass,Pass,1,Văn Lang
S03042,Female,6,2,B00,22.12,13,14,15,10,2.42,2.75,3.88,3.38,Fail,Pass,Pass,Pass,0,Hutech
S03043,Male,2,5,B00,25.22,11,18,17,11,3.13,3.89,3.28,3.4,Pass,Pass,Pass,Pass,1,Hutech
S03044,Male,4,2,B00,20.53,14,17,24,16,2.53,3.27,3.09,3.39,Pass,Pass,Pass,Pass,1,Hutech
S03045,Female,6,1,A00,29.68,25,20,12,17,3.62,3.32,3.79,3.34,Pass,Pass,Pass,Pass,1,Văn Lang
